date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:33:17	1169/1169	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Aug%202005%2016:24:23%20GMT	http://www.geocities.jp/eisaburou_hp/index.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/index-3.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:17	15001/15001	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20May%202008%2000:05:57%20GMT	http://www.geocities.jp/eisaburou_hp/ei035.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/ei035.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:17	1394/1394	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20May%202007%2018:32:29%20GMT	http://www.geocities.jp/eisaburou_hp/aja.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/aja.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:18	21508/21508	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jun%202008%2010:50:46%20GMT	http://www.geocities.jp/eisaburou_hp/kanaken2005.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kanaken2005.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:18	7201/7201	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Dec%202005%2016:37:00%20GMT	http://www.geocities.jp/eisaburou_hp/kana033.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kana033.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:18	2296/2296	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jun%202008%2010:36:37%20GMT	http://www.geocities.jp/eisaburou_hp/syu.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/syu.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:19	8764/8764	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Oct%202006%2001:01:57%20GMT	http://www.geocities.jp/eisaburou_hp/shu033.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/shu033.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:19	1286/1286	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jan%202007%2022:16:38%20GMT	http://www.geocities.jp/eisaburou_hp/ichigo.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/ichigo.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:19	6492/6492	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Oct%202006%2001:01:49%20GMT	http://www.geocities.jp/eisaburou_hp/ichigo033.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/ichigo033.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:19	1669/1669	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202006%2001:01:42%20GMT	http://www.geocities.jp/eisaburou_hp/nezuken.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/nezuken.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:20	6740/6740	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Dec%202005%2008:46:36%20GMT	http://www.geocities.jp/eisaburou_hp/nezuken.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/nezuken.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:20	3348/3348	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jun%202008%2010:36:26%20GMT	http://www.geocities.jp/eisaburou_hp/milk002.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/milk002.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:20	7910/7910	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Oct%202006%2001:01:52%20GMT	http://www.geocities.jp/eisaburou_hp/koma033.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/koma033.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:21	4282/4282	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jul%202007%2023:56:29%20GMT	http://www.geocities.jp/eisaburou_hp/geki.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/geki.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:21	11041/11041	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Jan%202006%2004:21:32%20GMT	http://www.geocities.jp/eisaburou_hp/geki033.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/geki033.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:21	1234/1234	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Jun%202006%2004:56:13%20GMT	http://www.geocities.jp/eisaburou_hp/haya.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/haya.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:21	6202/6202	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Apr%202006%2007:57:36%20GMT	http://www.geocities.jp/eisaburou_hp/haya033.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/haya033.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:22	3299/3299	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Jun%202006%2004:56:22%20GMT	http://www.geocities.jp/eisaburou_hp/aiyoko.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/aiyoko.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:22	5903/5903	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202006%2005:06:09%20GMT	http://www.geocities.jp/eisaburou_hp/yagura.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/yagura.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:22	7066/7066	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Dec%202005%2018:48:35%20GMT	http://www.geocities.jp/eisaburou_hp/aiyoko.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/aiyoko.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:22	5643/5643	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Dec%202005%2016:36:54%20GMT	http://www.geocities.jp/eisaburou_hp/yagu033.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/yagu033.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:23	7593/7593	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202006%2005:06:16%20GMT	http://www.geocities.jp/eisaburou_hp/shiken.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/shiken.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:23	10003/10003	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Dec%202005%2016:36:30%20GMT	http://www.geocities.jp/eisaburou_hp/taisi033.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/taisi033.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:23	1586/1586	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Jun%202006%2004:56:16%20GMT	http://www.geocities.jp/eisaburou_hp/ishida.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/ishida.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:23	6902/6902	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Dec%202005%2016:36:57%20GMT	http://www.geocities.jp/eisaburou_hp/ishida033.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/ishida033.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:24	2258/2258	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20May%202006%2007:18:00%20GMT	http://www.geocities.jp/eisaburou_hp/aihuri.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/aihuri.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:24	6669/6669	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Dec%202005%2008:46:28%20GMT	http://www.geocities.jp/eisaburou_hp/aihuri.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/aihuri.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:24	3094/3094	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20May%202006%2007:19:18%20GMT	http://www.geocities.jp/eisaburou_hp/ori.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/ori.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:25	815/815	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202006%2016:14:15%20GMT	http://www.geocities.jp/eisaburou_hp/tumeshougi.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/tumeshougi.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:25	8124/8124	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202006%2014:33:07%20GMT	http://www.geocities.jp/eisaburou_hp/rusi002.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/rusi002.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:25	1610/1610	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202006%2005:34:02%20GMT	http://www.geocities.jp/eisaburou_hp/milk003.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/milk003.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:25	11216/11216	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Dec%202005%2016:36:25%20GMT	http://www.geocities.jp/eisaburou_hp/ori033.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/ori033.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:26	8016/8016	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20May%202006%2003:36:07%20GMT	http://www.geocities.jp/eisaburou_hp/milk033.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/milk033.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:26	36234/36234	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Feb%202007%2022:33:04%20GMT	http://www.geocities.jp/eisaburou_hp/milk001.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/milk001.html	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:27	1165/1165	---M--	200	added ('OK')	image/gif	date:Tue,%2016%20Aug%202005%2002:29:33%20GMT	http://www.geocities.jp/eisaburou_hp/mail3.gif	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/mail3.gif	(from http://www.geocities.jp/eisaburou_hp/index-2.html)
23:33:27	9925/9925	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Apr%202006%2013:01:49%20GMT	http://www.geocities.jp/eisaburou_hp/shoku007.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/shoku007.jpg	(from http://www.geocities.jp/eisaburou_hp/index-1.html)
23:33:28	712/712	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20May%202006%2007:05:51%20GMT	http://www.geocities.jp/eisaburou_hp/shadow4.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/shadow4.jpg	(from http://www.geocities.jp/eisaburou_hp/aja.html)
23:33:29	15483/15483	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Dec%202005%2009:31:18%20GMT	http://www.geocities.jp/eisaburou_hp/sho033.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/sho033.jpg	(from http://www.geocities.jp/eisaburou_hp/index-2.html)
23:33:29	2974/2974	---M--	200	added ('OK')	image/gif	date:Mon,%2007%20May%202007%2007:26:50%20GMT	http://www.geocities.jp/eisaburou_hp/20070507162309.gif	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/20070507162309.gif	(from http://www.geocities.jp/eisaburou_hp/aja.html)
23:33:29	1189/1189	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Apr%202006%2015:46:58%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken003h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken003h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:29	1183/1183	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Apr%202006%2016:02:51%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken006h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken006h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:29	9534/9534	---M--	200	added ('OK')	image/gif	date:Wed,%2031%20May%202006%2007:01:40%20GMT	http://www.geocities.jp/eisaburou_hp/patapata-sky15.gif	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/patapata-sky15.gif	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:29	1189/1189	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Apr%202006%2016:11:36%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken007h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken007h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:30	1189/1189	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Apr%202006%2016:11:34%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken008h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken008h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:30	1187/1187	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202006%2006:01:26%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken011h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken011h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:30	1189/1189	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202006%2006:01:12%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken014h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken014h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:30	1187/1187	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202006%2006:01:07%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken015h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken015h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:31	48573/48573	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Dec%202005%2015:35:10%20GMT	http://www.geocities.jp/eisaburou_hp/ei034.jpg	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/ei034.jpg	(from http://www.geocities.jp/eisaburou_hp/index-2.html)
23:33:31	1188/1188	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202006%2006:01:00%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken0016h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken0016h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:31	1088/1088	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Jun%202005%2019:43:15%20GMT	http://www.geocities.jp/eisaburou_hp/kanaken016h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kanaken016h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:31	1106/1106	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jun%202005%2023:52:12%20GMT	http://www.geocities.jp/eisaburou_hp/kanaken017h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kanaken017h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:31	1104/1104	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jun%202005%2021:28:26%20GMT	http://www.geocities.jp/eisaburou_hp/kanaken018h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kanaken018h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:32	1104/1104	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202005%2012:41:54%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken019h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken019h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:32	1104/1104	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202005%2012:41:54%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken020h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken020h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:32	1157/1157	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jun%202005%2015:35:02%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken021h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken021h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:32	1128/1128	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Jul%202005%2011:15:22%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken022h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken022h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:33	1127/1127	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Jul%202005%2011:15:24%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken023h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken023h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:33	1192/1192	---M-Z	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202005%2000:05:31%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken027h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken027h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:33	1192/1192	---M-Z	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202005%2000:05:28%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken028h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken028h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:33	1192/1192	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202005%2007:34:57%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken029h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken029h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:34	1213/1213	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202005%2021:28:19%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/kanaken042h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/kanaken042h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
23:33:34	1139/1139	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202005%2019:01:27%20GMT	http://www.geocities.jp/eisaburou_hp/kifu1/imamu046h.html	C:/Users/kyong/Dropbox/kindness_project/ProjectKanakenSystem/src/website/kanaken/www.geocities.jp/eisaburou_hp/kifu1/imamu046h.html	(from http://www.geocities.jp/eisaburou_hp/kanaken2005.html)
